source,column,n_clean,n_total,plausible,score
direct_clean_column,analysis_natural_grassland_like_no_crop,165,199,True,2134
direct_clean_column,lc34_Table_PRODUCT03es_resolv__analysis_natural_grassland_like_no_crop,165,199,True,2134
direct_clean_column,natural_grassland_like_no_crop_points,165,199,True,1634
direct_clean_column,lc36_Table_PRODUCT03fg_final___natural_grassland_like_no_crop_points,165,199,True,1634
direct_clean_column,no_crop_flagged_points,197,199,True,1502
direct_clean_column,lc36_Table_PRODUCT03fg_final___no_crop_flagged_points,197,199,True,1502
OR_natural_AND_NOT_OR_bad,natural_grassland_like;any_natural_grassland_indicator;lc34_Table_PRODUCT03es_resolv__natural_grassland_like;lc35_Table_PRODUCT03ey_crop_f__natural_grassland_like;lc36_Table_PRODUCT03fg_final___natural_grassland_like;lc37_Table_PRODUCT03fn_final___natural_grassland_like;lc39_EXACT_POINTS_FLAGGED_CRO__any_natural_grassland_indicator;any_cropland_managed_irrigation_flag;lc39_EXACT_POINTS_FLAGGED_CRO__any_cropland_managed_irrigation_flag;irrigation_or_agri_mask;exclude_irrigated,165,199,True,934
